        ID   English  Calculus   Physics Chemistry
     02529      53.8      95.6      48.4      15.6
     02530      14.7       1.2      41.8      15.7
     02531      59.3      38.3      95.1      16.1
     02532      52.8      49.9      90.3      93.8
     02533      81.2      31.3      79.0      96.6
     02534      11.4      92.3      19.0      35.0
     02535      87.7      45.3      96.9      64.0
     02536      42.6      48.9      66.2      97.1
     02537      76.5       0.8      49.7      68.0
     02538      76.4      74.4      98.4      88.4
     02539      67.6      44.5      15.8      55.7
     02540       1.4      95.0       2.3      20.0
     02541      14.0      21.5      89.8      51.8
     02542      77.6       7.7      24.8      30.2
     02543      40.8      40.5      32.1      81.3
     02544      86.9      66.9      34.3      22.3
     02545       6.2      17.7      58.9      96.3
     02546      24.8      84.4      83.8      75.7
     02547      59.4      20.3      35.8      74.9
     02548      69.5      71.7      20.3      65.0
     02549       6.4      13.0      39.9      45.7
     02550      34.5      33.1      64.3      14.1
     02551      99.3      92.7      55.8      20.1
     02552      54.4      51.2      19.7      88.7
     02553       3.5      57.2       1.1      70.9
     02554       2.1      40.7       3.9      15.7
     02555      73.7      92.0      22.3      42.1
     02556      24.7      68.3      77.5      80.7
     02557      42.6      42.8      84.4      61.9
     02558      34.3      95.3      32.5      98.0
     02559      16.8      51.1       3.7      31.8
     02560      93.6       1.2       9.3      55.2
     02561      34.6      80.8      10.0      60.3
     02562       0.2      82.3      99.0      75.6
     02563      30.9      46.6      74.8      33.3
     02564      54.9      56.3      38.5      35.8
     02565      52.4      13.7      97.5      29.5
     02566      83.8      44.2      52.2      99.5
     02567      94.6       6.1      11.5      43.6
     02568      16.8      96.7      99.5      27.0
     02569      43.2      14.5      66.0      44.9
     02570      60.8      62.7      27.8      88.8
     02571      39.3      83.2      60.2       3.1
     02572      95.9      96.3       2.6      45.1
     02573      68.2      48.8      36.7       3.8
     02574      93.3      36.3      54.0      92.8
     02575      45.6      28.7      22.4      79.8
     02576      88.0      15.1      68.3      56.0
     02577      44.0      95.3      47.8       9.4
     02578      30.9      30.4      15.3      15.6
     02579      49.2      76.8      80.9      49.4
     02580      68.7      48.3      21.0      91.3
     02581       8.2      81.4      63.4      93.0
     02582       7.8      98.2      98.0       3.6
     02583       0.0       2.8      96.9      46.5
     02584      49.7      81.8      46.5      40.8
     02585      39.1      17.6      96.8      71.5
     02586      59.2      40.1      41.3      95.3
     02587      45.0      68.2      79.3      80.0
     02588      45.8      84.8      93.6      80.1
     02589      38.3      52.1      62.9      71.1
     02590      57.1      18.8      99.0      82.9
     02591      31.5      99.4      15.1      31.0
     02592      51.1      28.2      96.1      91.5
     02593      94.3      86.2      27.8      57.6
     02594      30.9      12.1      81.2      72.0
     02595      57.7      61.9      25.7      53.3
     02596      75.7       3.8      58.3      33.4
     02597      99.4      75.0       0.0      86.8
     02598      60.0      91.3      33.4      75.9
     02599      11.4      13.3      94.2      47.3
     02600       1.6      43.1      43.1       7.1
     02601       8.4      58.3      14.7      70.4
     02602      64.9      48.0      87.8      47.4
     02603      30.0      96.1      28.8      38.2
     02604      33.5      71.4      55.0      80.0
     02605      74.1      84.8      14.5       8.9
     02606      28.5      57.0       7.4      57.2
     02607      76.7       3.4      21.1      43.4
     02608      13.4      68.9       0.9      48.6
     02609      26.5      50.4      76.8      40.3
     02610      31.4      66.0      38.1      74.3
     02611      94.2      15.6      61.8      57.2
     02612      79.0      53.8      67.8      25.0
     02613      53.4      53.5       5.2      14.0
     02614      29.7      34.9       1.4      69.7
     02615      13.2       3.2      58.0      25.6
     02616      19.2      12.4      89.7      43.8
     02617      85.3      95.8       9.4       5.3
     02618      50.9      35.7       7.6      94.6
     02619      89.9      86.3      11.2      98.9
     02620      46.5      97.3      65.4      71.1
     02621      15.3      78.8      65.6      74.0
     02622      56.8      11.5      66.7      51.7
     02623      36.1      97.4      71.1      20.9
     02624      81.0      67.0      78.6      67.5
     02625      38.2      13.0      18.5      51.9
     02626      40.7      68.0       6.7      38.8
     02627      39.3      33.2      23.3      52.2
     02628      93.9      41.8      22.8      65.8
     02629      25.6      82.0      60.1      62.7
     02630      34.4      44.8      33.7      14.6
     02631       9.3      31.6      87.9      82.7
     02632      51.3      72.7      96.3       0.1
     02633      41.9       7.9       6.5      62.5
     02634      33.5     100.0      82.6      96.3
     02635       7.8      44.8      63.0      56.2
     02636      83.0      38.0      45.9      40.1
     02637      80.4      67.7      31.4      64.2
     02638      10.5       3.9      80.7      18.7
     02639      65.5      61.9      21.0      60.4
     02640      72.8      57.0      99.5      39.0
     02641      20.2      22.7      15.3      62.5
     02642       3.3      60.1      95.2      59.0
     02643       3.0      21.7      85.4      92.9
     02644      59.2      65.1      12.8      24.0
     02645      77.5      95.8      94.4      24.1
     02646      82.0      67.2      53.8      51.2
     02647      29.5      42.2      76.0      11.8
     02648      87.6       3.2      96.1      75.4
     02649      22.2      53.7      21.3      83.1
     02650      85.6      35.7      39.7      61.5
     02651      99.8      29.8      30.7      14.4
     02652      41.1      59.5      98.5      93.3
     02653      41.3      67.5      46.2       4.1
     02654      45.8      24.5      95.1      49.6
     02655      17.8      61.3      49.8      15.6
     02656      98.2      49.5      24.0      22.6
     02657       4.8      79.1      27.6      95.1
     02658      69.1      90.2      67.9      30.8
     02659      86.5      59.5       0.5      42.0
     02660      26.8      10.1       5.7      19.0
     02661      49.3      27.2      66.2      74.1
     02662      38.7      56.8      22.1       0.8
     02663      77.1      62.1      52.7      86.4
     02664      24.1      12.3      62.2      55.0
     02665      61.8      66.5      61.9      74.9
     02666       9.2      11.6      13.8      74.1
     02667      83.5      77.7      82.2       6.1
     02668      17.2       4.5      33.1      64.9
     02669      88.8      74.1      58.3      94.9
     02670      62.7      69.0      46.2      90.6
     02671       8.1      11.2      43.6      71.5
     02672      40.4      29.3       7.1      10.5
     02673      80.7      38.9      67.9      76.4
     02674       4.5      78.0      97.1      64.5
     02675      15.8      66.7       2.9      81.6
     02676      91.8      78.5      58.3      99.1
     02677       2.3      55.2      61.7      48.5
     02678       5.0      97.3      43.4      36.4
     02679      50.0       8.1      53.2      31.8
     02680      59.4      15.3      68.6       5.6
     02681      87.0      12.4      10.8      28.6
     02682      83.6      45.2      24.1      93.3
     02683      67.0      81.0      71.7      35.0
     02684      42.8      75.2      93.1      99.4
     02685      20.0      26.5      57.9      12.6
     02686      19.6      99.5      64.5      68.4
     02687      75.0      95.6       8.4      70.8
     02688      79.8      85.1      50.8      59.2
     02689      57.4      60.3      11.8      88.6
     02690      11.9      11.7      75.9      31.6
     02691      56.7      33.8      69.8      39.6
     02692      93.5      67.0      85.2       2.4
     02693      46.3      86.1      36.7      48.1
     02694      38.2      86.8      53.3      26.0
     02695      86.7      97.8      31.0      80.9
